scian_2023,nombre
481210,Transporte aéreo no regular (transporte aéreo no regular de pasajeros)
487990,Otro transporte turístico (transporte aéreo turístico y globos aerostáticos y dirigibles)
481111,Transporte aéreo regular en líneas aéreas nacionales (transporte aéreo de carga con horario regular en líneas aéreas nacionales)
481112,Transporte aéreo regular en líneas aéreas extranjeras (transporte aéreo de carga con horario regular en líneas aéreas extranjeras)
481210,Transporte aéreo no regular (transporte aéreo no regular de carga)
493111,Almacenes generales de depósito 
493119,Otros servicios de almacenamiento general sin instalaciones especializadas 
493120,Almacenamiento con refrigeración 
493130,Almacenamiento de productos agrícolas que no requieren refrigeración 
493190,Otros servicios de almacenamiento con instalaciones especializadas 
485311,Transporte de pasajeros en taxis de sitio (servicios de transporte en vehículos solicitados por medio de una página de internet o una aplicación móvil)
488210,Servicios relacionados con el transporte por ferrocarril (administración de estaciones y terminales de ferrocarril y derechos de paso de vías)
488410,Servicios de grúa 
488491,Servicios de administración de centrales camioneras 
488492,"Servicios de administración de carreteras, puentes y servicios auxiliares (servicios de administración de carreteras, puentes y servicios auxiliares)"
488990,Otros servicios relacionados con el transporte (administración integral de sistemas de tarjetas para uso en el transporte público de pasajeros)
488310,Administración de puertos y muelles 
488330,Servicios para la navegación por agua 
488111,Servicios a la navegación aérea 
488112,Administración de aeropuertos y helipuertos (servicios de administración de aeropuertos y helipuertos)
488190,"Otros servicios relacionados con el transporte aéreo (inspección y realización de pruebas a las aeronaves, servicios de apoyo en tierra, y otros servicios relacionados con el transporte aéreo n.c.p.*)"
488112,Administración de aeropuertos y helipuertos (servicio de carga y descarga de mercancías y equipaje para el transporte aéreo)
488210,Servicios relacionados con el transporte por ferrocarril (servicios de carga y descarga de mercancías y equipaje para el transporte por ferrocarril)
488320,Servicios de carga y descarga para el transporte por agua 
488493,Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera (servicios de báscula para el transporte)
488390,Otros servicios relacionados con el transporte por agua (servicios de inspección y pesaje de carga para el transporte por agua)
488493,Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera (servicios de inspección de carga del transporte por carretera)
488511,Servicios de agencias aduanales 
488519,Otros servicios de intermediación para el transporte de carga 
488990,"Otros servicios relacionados con el transporte (servicio de empacado y embalaje para el transporte, y otros servicios relacionados con el transporte n.c.p.*)"
491110,Servicios postales 
492110,Servicios de mensajería y paquetería foránea 
492210,Servicios de mensajería y paquetería local 
721111,Hoteles con otros servicios integrados 
721112,Hoteles sin otros servicios integrados 
721113,Moteles 
721120,Hoteles con casino (servicio de hoteles con casino)
721190,"Cabañas, villas y similares "
721210,Campamentos y albergues recreativos 
721311,Pensiones y casas de huéspedes 
721312,Departamentos y casas amueblados con servicios de hotelería 
722330,Servicios de preparación de alimentos en unidades móviles (servicios de preparación de alimentos para consumo inmediato en unidades móviles)
722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida (restaurantes con servicio de preparación de alimentos a la carta o de comida corrida para consumo inmediato)
722512,Restaurantes con servicio de preparación de pescados y mariscos (restaurantes con servicio de preparación de pescados y mariscos para consumo inmediato)
722513,Restaurantes con servicio de preparación de antojitos (restaurantes con servicio de preparación de antojitos para consumo inmediato)
722514,Restaurantes con servicio de preparación de tacos y tortas (restaurantes con servicio de preparación de tortas y tacos para consumo inmediato)
722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares (neverías y preparación de otros alimentos en cafeterías, fuentes de sodas, refresquerías y similares)"
722516,Restaurantes de autoservicio 
722517,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar "
722518,Restaurantes que preparan otro tipo de alimentos para llevar 
722519,Servicios de preparación de otros alimentos para consumo inmediato 
722320,Servicios de preparación de alimentos para ocasiones especiales 
722310,Servicios de comedor para empresas e instituciones 
722330,Servicios de preparación de alimentos en unidades móviles (servicios de preparación de bebidas para consumo inmediato en unidades móviles)
722411,"Centros nocturnos, discotecas y similares "
722412,"Bares, cantinas y similares "
722511,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida (servicios de preparación de bebidas no alcohólicas en restaurantes con servicio de preparación de alimentos a la carta o de comida corrida)
722512,Restaurantes con servicio de preparación de pescados y mariscos (servicios de preparación de bebidas no alcohólicas en restaurantes con servicio de preparación de pescados y mariscos)
722513,Restaurantes con servicio de preparación de antojitos (servicios de preparación de bebidas no alcohólicas en restaurantes con servicio de preparación de antojitos)
722514,Restaurantes con servicio de preparación de tacos y tortas (servicios de preparación de bebidas no alcohólicas en restaurantes con servicio de preparación de tortas y tacos)
722515,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares (preparación de bebidas no alcohólicas en cafeterías, fuentes de sodas, refresquerías y similares)"
513131,Edición de libros en formato electrónico 
513132,Edición de libros integrada con la impresión 
513191,"Edición de otros materiales en formato electrónico (edición de mapas, folletos, volantes y publicaciones similares en formato electrónico)"
513192,"Edición de otros materiales integrada con la impresión (edición de mapas, folletos, volantes y publicaciones similares integrada con la impresión)"
513141,Edición de directorios y listas de correo en formato electrónico 
513142,Edición de directorios y listas de correo integrada con la impresión 
513111,Edición de periódicos en formato electrónico 
513112,Edición de periódicos integrada con la impresión 
513121,Edición de revistas y otras publicaciones periódicas en formato electrónico 
513122,Edición de revistas y otras publicaciones periódicas integrada con la impresión 
513191,"Edición de otros materiales en formato electrónico (edición de catálogos, agendas, programas de espectáculos, calendarios, tarjetas postales, y otros materiales en formato electrónico n.c.p.*)"
513192,"Edición de otros materiales integrada con la impresión (edición de catálogos, agendas, programas de espectáculos, calendarios, tarjetas postales, y otros materiales integrados con la impresión n.c.p.*)"
513210,Edición de software 
512111,Producción de películas 
512112,Producción de programas para la televisión 
512113,"Producción de videoclips, comerciales y otros materiales audiovisuales "
512190,"Servicios de postproducción y otros servicios para la industria fílmica y del video (actividades de postproducción de películas cinematográficas, videos y programas de televisión)"
512120,Distribución de películas y de otros materiales audiovisuales 
512190,Servicios de postproducción y otros servicios para la industria fílmica y del video (agencias de reservación de películas)
512130,Exhibición de películas y otros materiales audiovisuales 
512230,Editoras de música 
512240,Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicales 
512250,Productoras y distribuidoras discográficas 
512290,Otros servicios de grabación del sonido 
516110,Estaciones de transmisión de programas de radio 
516210,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido (cadenas de radio, y transmisión de radio por suscripción y por internet)"
516120,Estaciones de transmisión de programas de televisión 
516210,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido (cadenas de televisión y transmisión de televisión por suscripción y por internet)"
516210,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido (transmisión de televisión por cable)"
517311,Operadores de servicios de telecomunicaciones alámbricas (operadores de servicios de telecomunicaciones alámbricas excepto transmisión de televisión por cable)
516210,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido (transmisión inalámbrica de audio y video)"
517312,Operadores de servicios de telecomunicaciones inalámbricas 
517311,Operadores de servicios de telecomunicaciones alámbricas (operadores de televisión por satélite)
517410,Operadores de servicios de telecomunicaciones vía satélite (envío y recepción de señales de comunicación vía sistema de satélites)
517410,Operadores de servicios de telecomunicaciones vía satélite (reventa de servicios de telecomunicaciones por satélite)
517910,Otros servicios de telecomunicaciones 
541510,Servicios de diseño de sistemas de cómputo y servicios relacionados (programación informática)
541510,Servicios de diseño de sistemas de cómputo y servicios relacionados (consultoría de informática y gestión de instalaciones informáticas)
541510,Servicios de diseño de sistemas de cómputo y servicios relacionados (servicios de instalación de software y recuperación de datos en caso de desastre)
518210,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados (procesamiento de datos, hospedaje y actividades conexas)"
519290,Portales de búsqueda en la red y otros servicios de suministro de información (portales web)
516210,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido (actividades de agencias de noticias)"
519290,Portales de búsqueda en la red y otros servicios de suministro de información (otras actividades de servicios de información n.c.p.)
521110,Banca central 
522110,Banca múltiple 
522310,Uniones de crédito 
522320,"Cajas, cooperativas y sociedades financieras de ahorro y préstamo popular "
522390,Otras instituciones de ahorro y préstamo 
551112,Tenedoras de acciones 
522220,Fondos y fideicomisos financieros 
532121,Alquiler de camiones de carga sin chofer (alquiler de camiones de carga combinado con arrendamiento financiero)
532122,"Alquiler de autobuses, minibuses y remolques sin chofer (alquiler de autobuses, minibuses y remolques combinado con arrendamiento financiero)"
522210,Banca de desarrollo 
522440,Compañías de autofinanciamiento 
522451,Montepíos 
522452,Casas de empeño 
522460,Sociedades financieras de objeto múltiple (otorgamiento de créditos)
522490,Otras instituciones de intermediación crediticia y financiera no bursátil 
522460,Sociedades financieras de objeto múltiple (factoraje financiero)
523990,Otros servicios relacionados con la intermediación bursátil (servicios relacionados con la intermediación bursátil n.c.p.*)
524110,Compañías de seguros (compañías de seguros de vida)
524110,"Compañías de seguros (compañías de seguros, excepto seguros de vida)"
524120,Fondos de aseguramiento campesino 
524130,Compañías afianzadoras 
524110,Compañías de seguros (reaseguros)
524220,Administración de fondos para el retiro (fondos de pensiones)
523110,Casas de bolsa 
523210,Bolsa de valores 
523121,Casas de cambio 
523122,Centros cambiarios 
523990,Otros servicios relacionados con la intermediación bursátil (instituciones para el depósito de valores y sociedades operadoras de sociedades de inversión)
522510,Servicios relacionados con la intermediación crediticia no bursátil 
523910,Asesoría en inversiones 
524210,"Agentes, ajustadores y gestores de seguros y fianzas (evaluación de riesgos y daños)"
524210,"Agentes, ajustadores y gestores de seguros y fianzas (actividades de agentes y corredores de seguros)"
524220,Administración de fondos para el retiro (servicios relacionados con fondos de pensiones)
525110,Sociedades de inversión especializadas en fondos para el retiro 
525210,Fondos de inversión 
541610,Servicios de consultoría en administración (servicios de consultoría actuarial)
524220,Administración de fondos para el retiro (actividades de gestión de fondos)
531111,Alquiler sin intermediación de viviendas amuebladas 
531112,Alquiler sin intermediación de viviendas no amuebladas 
531113,Alquiler sin intermediación de salones para fiestas y convenciones 
531114,Alquiler sin intermediación de oficinas y locales comerciales 
531115,"Alquiler sin intermediación de teatros, estadios, auditorios y similares "
531116,Alquiler sin intermediación de edificios industriales dentro de un parque industrial 
531119,Alquiler sin intermediación de otros bienes raíces 
531210,Inmobiliarias y corredores de bienes raíces 
531311,Servicios de administración de bienes raíces 
531319,Otros servicios relacionados con los servicios inmobiliarios 
541110,Bufetes jurídicos 
541120,Notarías públicas 
541190,Servicios de apoyo para efectuar trámites legales 
541211,Servicios de contabilidad y auditoría 
541219,Otros servicios técnicos relacionados con la contabilidad 
551111,Dirección y administración de grupos empresariales o corporativos 
541610,"Servicios de consultoría en administración (consultoría en administración estratégica, financiera, de recursos humanos, y de operaciones)"
541820,Agencias de relaciones públicas 
236113,Supervisión de edificación residencial 
236212,Supervisión de edificación de naves y plantas industriales 
236222,"Supervisión de edificación de inmuebles comerciales y de servicios, y otras edificaciones no residenciales "
237113,"Supervisión de construcción de obras para el tratamiento, distribución y suministro de agua, drenaje y riego "
237123,Supervisión de construcción de obras para petróleo y gas 
237133,Supervisión de construcción de obras de generación y conducción de energía eléctrica y de obras para telecomunicaciones 
237213,Supervisión de división de terrenos y de construcción de obras de urbanización 
237313,Supervisión de construcción de vías de comunicación 
237994,Supervisión de construcción de otras obras de ingeniería civil 
541310,Servicios de arquitectura 
541320,Servicios de arquitectura de paisaje y urbanismo 
541330,Servicios de ingeniería 
541340,Servicios de dibujo 
541350,Servicios de inspección de edificios 
541360,Servicios de levantamiento geofísico 
541370,Servicios de elaboración de mapas 
541380,Servicios de laboratorios de pruebas 
811199,Otros servicios de reparación y mantenimiento de automóviles y camiones (servicios de verificación vehicular)
541711,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado "
541712,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público "
541721,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado "
541722,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector público "
541810,Agencias de publicidad 
541830,Agencias de compra de medios a petición del cliente 
541840,Agencias de representación de medios 
541850,Agencias de anuncios publicitarios 
541860,Agencias de correo directo 
541870,Distribución de material publicitario 
541890,Servicios de rotulación y otros servicios de publicidad 
541910,Servicios de investigación de mercados y encuestas de opinión pública 
541410,Diseño y decoración de interiores 
541420,Diseño industrial 
541430,Diseño gráfico 
541490,Diseño de modas y otros diseños especializados 
518210,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados (servicio de microfilmación y escaneo óptico)"
541920,Servicios de fotografía y videograbación 
711510,"Artistas, escritores y técnicos independientes (corresponsales y fotógrafos gráficos)"
812910,Servicios de revelado e impresión de fotografías 
541610,Servicios de consultoría en administración (otros servicios de consultoría en administración n.c.p.*.)
541620,Servicios de consultoría en medio ambiente 
541690,"Otros servicios de consultoría científica y técnica (consultoría en biología, química, economía, agricultura, desarrollo industrial, y otros servicios de consultoría n.c.p.*)"
541930,Servicios de traducción e interpretación 
541990,"Otros servicios profesionales, científicos y técnicos (servicios meteorológicos, valuación de joyería, antigüedades, obras de arte, y otros servicios profesionales, científicos y técnicos n.c.p.*)"
711410,"Agentes y representantes de artistas, deportistas y similares "
541941,Servicios veterinarios para mascotas prestados por el sector privado 
541942,Servicios veterinarios para mascotas prestados por el sector público 
541943,Servicios veterinarios para la ganadería prestados por el sector privado 
541944,Servicios veterinarios para la ganadería prestados por el sector público 
532110,Alquiler de automóviles sin chofer 
532121,Alquiler de camiones de carga sin chofer (alquiler de camiones de carga sin chofer)
532122,"Alquiler de autobuses, minibuses y remolques sin chofer (alquiler de autobuses, minibuses y remolques sin chofer)"
532289,Alquiler de otros artículos para el hogar y personales (alquiler y arrendamiento de equipo recreativo y deportivo)
532289,Alquiler de otros artículos para el hogar y personales (alquiler de cintas de video y discos)
532210,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales 
532281,Alquiler de prendas de vestir 
532282,"Alquiler de mesas, sillas, vajillas y similares "
532289,Alquiler de otros artículos para el hogar y personales (alquiler de instrumentos musicales y otros artículos para el hogar y personales n.c.p.*)
532310,Centros generales de alquiler (alquiler de equipo y aparatos de uso doméstico)
532122,"Alquiler de autobuses, minibuses y remolques sin chofer (alquiler de casas rodantes)"
532289,Alquiler de otros artículos para el hogar y personales (alquiler de motocicletas)
532310,Centros generales de alquiler (alquiler de equipo para la industria y el comercio)
532411,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales "
532412,"Alquiler de equipo de transporte, excepto terrestre "
532420,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de oficina 
532491,"Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera "
532492,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales "
532493,Alquiler de maquinaria y equipo comercial y de servicios 
533110,"Servicios de alquiler de marcas registradas, patentes y franquicias "
561310,Agencias de colocación 
561320,Agencias de empleo temporal 
561330,Suministro de personal permanente 
561510,Agencias de viajes 
561520,Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours) 
561590,Otros servicios de reservaciones 
713998,Otros servicios recreativos prestados por el sector privado (guía de turistas por cuenta propia)
561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo (actividades de seguridad privada)"
561620,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad 
541990,"Otros servicios profesionales, científicos y técnicos (servicios de grafología)"
561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo (servicios de investigación y detectives privados)"
561210,Servicios integrales de apoyo a los negocios en instalaciones (actividades combinadas de apoyo a instalaciones)
561720,Servicios de limpieza de inmuebles (limpieza general de edificios)
238222,Instalaciones de sistemas centrales de aire acondicionado y calefacción (mantenimiento de calderas de sistemas de aire acondicionado)
488112,Administración de aeropuertos y helipuertos (limpieza de pistas de aeropuertos)
488210,Servicios relacionados con el transporte por ferrocarril (servicios de limpieza exterior de ferrocarriles)
488390,Otros servicios relacionados con el transporte por agua (servicios de limpieza exterior de embarcaciones)
488492,"Servicios de administración de carreteras, puentes y servicios auxiliares (servicios de mantenimiento de carreteras)"
561710,Servicios de control y exterminación de plagas 
561720,"Servicios de limpieza de inmuebles (servicio de limpieza especializada y servicios de limpieza interior de aviones, barcos, trenes y carros ferroviarios)"
561790,"Otros servicios de limpieza (limpieza de chimeneas, ductos de ventilación, aire acondicionado y calefacción, cisternas tinacos, albercas, hornos incineradores, de calentadores de agua, y otros servicios de limpieza n.c.p.*)"
562121,Recolección de residuos no peligrosos por el sector privado (barrido urbano por el sector privado)
562122,Recolección de residuos no peligrosos por el sector público (barrido urbano por el sector público)
811312,Reparación y mantenimiento de maquinaria y equipo industrial (limpieza y mantenimiento de maquinaria y equipo industrial)
561730,Servicios de instalación y mantenimiento de áreas verdes 
561110,Servicios de administración de negocios 
323119,"Impresión de formas continuas y otros impresos (impresión rápida combinada con servicios de fotocopiado, engargolado y enmicado)"
561410,Servicios de preparación de documentos 
561431,"Servicios de fotocopiado, fax y afines "
561432,Servicios de acceso a computadoras 
561421,Servicios de casetas telefónicas 
561422,Servicios de recepción de llamadas telefónicas y promoción por teléfono 
561920,Organizadores de convenciones y ferias comerciales e industriales 
561440,Agencias de cobranza 
561450,Despachos de investigación de solvencia financiera 
325999,Fabricación de otros productos químicos (empacado de productos en aerosol)
561910,Servicios de empacado y etiquetado 
561490,Otros servicios de apoyo secretarial y similares 
561990,"Otros servicios de apoyo a los negocios (servicios de selección de cupones, organización de subastas, limpieza de pescado a petición de terceros, y otros servicios de apoyo a los negocios n.c.p.*)"
931110,Órganos legislativos 
931210,Administración pública en general 
931510,Regulación y fomento de actividades para mejorar y preservar el medio ambiente 
931610,Actividades administrativas de instituciones de bienestar social (actividades administrativas de instituciones de bienestar social)
931310,Regulación y fomento del desarrollo económico 
931710,Relaciones exteriores 
931810,Actividades de seguridad nacional 
561210,Servicios integrales de apoyo a los negocios en instalaciones (operación de instalaciones penitenciarias)
561990,Otros servicios de apoyo a los negocios (servicios particulares de extinción de incendios)
931411,Impartición de justicia 
931412,Mantenimiento de la seguridad y el orden público 
931610,Actividades administrativas de instituciones de bienestar social (actividades de planes de seguridad social de afiliación obligatoria)
611111,Escuelas de educación preescolar y centros de estimulación temprana del sector privado 
611112,Escuelas de educación preescolar y centros de estimulación temprana del sector público 
611121,Escuelas de educación primaria del sector privado 
611122,Escuelas de educación primaria del sector público 
611181,Escuelas del sector privado de educación para necesidades especiales (escuelas del sector privado de enseñanza primaria para necesidades especiales)
611182,Escuelas del sector público de educación para necesidades especiales (escuelas del sector público de enseñanza primaria para necesidades especiales)
611131,Escuelas de educación secundaria general del sector privado 
611132,Escuelas de educación secundaria general del sector público 
611181,Escuelas del sector privado de educación para necesidades especiales (escuelas del sector privado de enseñanza secundaria para necesidades especiales)
611182,Escuelas del sector público de educación para necesidades especiales (escuelas del sector público de enseñanza secundaria para necesidades especiales)
611141,Escuelas de educación secundaria técnica del sector privado 
611142,Escuelas de educación secundaria técnica del sector público 
611151,Escuelas de educación media técnica terminal del sector privado 
611152,Escuelas de educación media técnica terminal del sector público 
611161,Escuelas de educación media superior del sector privado 
611162,Escuelas de educación media superior del sector público 
611181,Escuelas del sector privado de educación para necesidades especiales (escuelas del sector privado de enseñanza técnica y profesional para necesidades especiales)
611182,Escuelas del sector público de educación para necesidades especiales (escuelas del sector público de enseñanza técnica y profesional para necesidades especiales)
611411,Escuelas comerciales y secretariales del sector privado 
611412,Escuelas comerciales y secretariales del sector público 
611511,"Escuelas del sector privado dedicadas a la enseñanza de oficios (escuelas del sector privado dedicadas a la enseñanza de cosmetología y peluquería, gastronomía, hotelería y de instrucción de vuelo)"
611512,"Escuelas del sector público dedicadas a la enseñanza de oficios (escuelas del sector público dedicadas a la enseñanza de cosmetología y peluquería, gastronomía, hotelería y de instrucción de vuelo)"
611211,Escuelas de educación técnica superior del sector privado (escuelas de postbachillerato del sector privado)
611212,Escuelas de educación técnica superior del sector público (escuelas de educación postbachillerato del sector público)
611311,Escuelas de educación superior del sector privado 
611312,Escuelas de educación superior del sector público 
611621,Escuelas de deporte del sector privado 
611622,Escuelas de deporte del sector público 
611611,Escuelas de arte del sector privado 
611612,Escuelas de arte del sector público 
611171,Escuelas del sector privado que combinan diversos niveles de educación 
611172,Escuelas del sector público que combinan diversos niveles de educación 
611211,Escuelas de educación técnica superior del sector privado (escuelas de vuelo del sector privado)
611212,Escuelas de educación técnica superior del sector público (escuelas de vuelo del sector público)
611421,Escuelas de computación del sector privado 
611422,Escuelas de computación del sector público 
611431,Escuelas para la capacitación de ejecutivos del sector privado 
611432,Escuelas para la capacitación de ejecutivos del sector público 
611511,Escuelas del sector privado dedicadas a la enseñanza de oficios (escuelas del sector privado dedicadas a la enseñanza de oficios por correspondencia)
611512,Escuelas del sector público dedicadas a la enseñanza de oficios (escuelas del sector público dedicadas a la enseñanza de oficios por correspondencia)
611631,Escuelas de idiomas del sector privado 
611632,Escuelas de idiomas del sector público 
611691,Servicios de profesores particulares 
611698,Otros servicios educativos proporcionados por el sector privado 
611699,Otros servicios educativos proporcionados por el sector público 
611710,Servicios de apoyo a la educación 
622111,Hospitales generales del sector privado 
622112,Hospitales generales del sector público 
622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado 
622212,Hospitales psiquiátricos y para el tratamiento por adicción del sector público 
622311,Hospitales del sector privado de otras especialidades médicas 
622312,Hospitales del sector público de otras especialidades médicas 
621111,Consultorios de medicina general del sector privado 
621112,Consultorios de medicina general del sector público 
621113,Consultorios de medicina especializada del sector privado 
621114,Consultorios de medicina especializada del sector público 
621115,Clínicas de consultorios médicos del sector privado 
621116,Clínicas de consultorios médicos del sector público 
621211,Consultorios dentales del sector privado 
621212,Consultorios dentales del sector público 
621411,Centros de planificación familiar del sector privado (centros de planificación familiar con tratamiento médico del sector privado)
621412,Centros de planificación familiar del sector público (centros de planificación familiar con tratamiento médico del sector público)
621421,Centros del sector privado de atención médica externa para enfermos mentales y adictos (centros de atención médica externa para enfermos mentales y adictos con tratamiento médico del sector privado)
621422,Centros del sector público de atención médica externa para enfermos mentales y adictos (centros de atención médica externa para enfermos mentales y adictos con tratamiento médico del sector público)
621491,"Otros centros del sector privado para la atención de pacientes que no requieren hospitalización (servicios de cirugía ambulatoria, diálisis renal y otros servicios médicos con tratamiento que no requieren hospitalización del sector privado n.c.p.*)"
621492,"Otros centros del sector público para la atención de pacientes que no requieren hospitalización (servicios de cirugía ambulatoria, diálisis renal y otros servicios médicos con tratamiento que no requieren hospitalización del sector público n.c.p.*)"
621311,Consultorios de quiropráctica del sector privado 
621312,Consultorios de quiropráctica del sector público 
621320,Consultorios de optometría 
621331,Consultorios de psicología del sector privado 
621332,Consultorios de psicología del sector público 
621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje "
621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje "
621391,Consultorios de nutriólogos y dietistas del sector privado 
621392,Consultorios de nutriólogos y dietistas del sector público 
621398,Otros consultorios del sector privado para el cuidado de la salud 
621399,Otros consultorios del sector público para el cuidado de la salud 
621411,Centros de planificación familiar del sector privado (centros de planificación familiar sin tratamiento médico del sector privado)
621412,Centros de planificación familiar del sector público (centros de planificación familiar sin tratamiento médico del sector público)
621421,Centros del sector privado de atención médica externa para enfermos mentales y adictos (centros de atención médica externa para enfermos mentales y adictos sin tratamiento médico del sector privado)
621422,Centros del sector público de atención médica externa para enfermos mentales y adictos (centros de atención médica externa para enfermos mentales y adictos sin tratamiento médico del sector público)
621491,"Otros centros del sector privado para la atención de pacientes que no requieren hospitalización (servicios de cirugía ambulatoria, diálisis renal y otros servicios médicos sin tratamiento que no requieren hospitalización del sector privado n.c.p.*)"
621492,"Otros centros del sector público para la atención de pacientes que no requieren hospitalización (servicios de cirugía ambulatoria, diálisis renal y otros servicios médicos sin tratamiento que no requieren hospitalización del sector público n.c.p.*)"
621511,Laboratorios médicos y de diagnóstico del sector privado 
621512,Laboratorios médicos y de diagnóstico del sector público 
621610,Servicios de enfermería a domicilio 
621910,Servicios de ambulancias 
621991,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado "
621992,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector público "
623111,"Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales "
623112,"Residencias del sector público con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales "
623211,Residencias del sector privado para el cuidado de personas con problemas de retardo mental 
623212,Residencias del sector público para el cuidado de personas con problemas de retardo mental 
623221,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicción 
623222,Residencias del sector público para el cuidado de personas con problemas de trastorno mental y adicción 
623311,Asilos y otras residencias del sector privado para el cuidado de ancianos 
623312,Asilos y otras residencias del sector público para el cuidado de ancianos 
623991,Orfanatos y otras residencias de asistencia social del sector privado 
623992,Orfanatos y otras residencias de asistencia social del sector público 
624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y personas con discapacidad 
624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y personas con discapacidad 
624111,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector privado 
624112,Servicios de orientación y trabajo social para la niñez y la juventud prestados por el sector público 
624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones 
624198,Otros servicios de orientación y trabajo social prestados por el sector privado 
624199,Otros servicios de orientación y trabajo social prestados por el sector público 
624211,Servicios de alimentación comunitarios prestados por el sector privado 
624212,Servicios de alimentación comunitarios prestados por el sector público 
624221,Refugios temporales comunitarios del sector privado 
624222,Refugios temporales comunitarios del sector público 
624231,Servicios de emergencia comunitarios prestados por el sector privado 
624232,Servicios de emergencia comunitarios prestados por el sector público 
624311,"Servicios de capacitación para el trabajo prestados por el sector privado para personas desempleadas, subempleadas o con discapacidad "
624312,"Servicios de capacitación para el trabajo prestados por el sector público para personas desempleadas, subempleadas o con discapacidad "
624411,Guarderías del sector privado 
624412,Guarderías del sector público 
711111,Compañías de teatro del sector privado 
711112,Compañías de teatro del sector público 
711121,Compañías de danza del sector privado 
711122,Compañías de danza del sector público 
711131,Cantantes y grupos musicales del sector privado 
711132,Grupos musicales del sector público 
711191,"Otras compañías y grupos de espectáculos artísticos del sector privado (espectáculos del sector privado de magia, patinaje, compañías circenses, y otros espectáculos artísticos n.c.p.*)"
711192,"Otras compañías y grupos de espectáculos artísticos del sector público (espectáculos del sector público de magia, patinaje, carnavales, compañías circenses, y otros espectáculos artísticos n.c.p.*)"
711311,"Promotores del sector privado de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos (promotores de espectáculos artísticos y culturales que cuentan con instalaciones para presentarlos del sector privado)"
711312,"Promotores del sector público de espectáculos artísticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos (promotores de espectáculos artísticos y culturales que cuentan con instalaciones para presentarlos del sector público)"
711320,"Promotores de espectáculos artísticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos (promotores de espectáculos artísticos y culturales que no cuentan con instalaciones para presentarlos)"
711510,"Artistas, escritores y técnicos independientes (actores, escritores, compositores, músicos, bailarines, magos, acróbatas, pintores, caricaturistas, restauradores de obra de arte y periodistas)"
519211,Bibliotecas y archivos del sector privado 
519212,Bibliotecas y archivos del sector público 
